时间,进水流量(m3/h),进水COD(mg/L),进水NH3-N(mg/L),进水TN(mg/L),进水TP(mg/L),曝气池DO(mg/L),SV30(%),MLSS(mg/L),TMP(kPa),出水COD(mg/L),出水NH3-N(mg/L),出水TN(mg/L),出水TP(mg/L),电耗(kWh/h),药耗(kg/h)
2026-06-24 04:00:00,725.5,433.4,38.5,55.3,3.96,2.02,34.5,3546.0,5.8,9.5,0.388,4.8,0.097,699.6,12.5
2026-06-24 05:00:00,614.8,342.6,38.5,59.3,5.12,2.06,35.2,3370.0,4.83,10.1,0.445,5.53,0.11,716.4,14.5
2026-06-24 06:00:00,845.8,340.9,33.5,50.7,4.19,2.18,32.7,3232.0,4.27,10.1,0.403,5.92,0.12,764.6,13.1
2026-06-24 07:00:00,747.3,316.7,38.0,60.5,4.29,2.03,33.5,3452.0,5.31,9.5,0.416,5.31,0.102,767.1,16.1
2026-06-24 08:00:00,725.9,430.2,28.0,47.7,5.59,1.88,35.7,3580.0,3.65,8.9,0.415,6.37,0.11,792.4,12.8
2026-06-24 09:00:00,775.7,314.2,31.7,53.5,5.36,1.98,31.7,3250.0,3.45,9.7,0.411,6.01,0.102,775.5,12.7
2026-06-24 10:00:00,766.1,393.3,38.8,59.0,5.46,2.36,30.7,3490.0,4.5,12.6,0.436,6.32,0.118,732.5,13.0
2026-06-24 11:00:00,843.7,319.2,34.0,57.1,5.19,2.08,30.1,3418.0,3.45,12.3,0.452,4.76,0.133,779.3,14.5
2026-06-24 12:00:00,808.6,393.6,46.3,64.3,4.94,2.0,29.2,3398.0,3.1,13.1,0.472,5.8,0.089,756.1,14.6
2026-06-24 13:00:00,755.6,351.3,37.8,65.8,4.52,1.88,28.7,3541.0,4.63,12.0,0.443,5.8,0.144,773.1,14.4
2026-06-24 14:00:00,836.8,364.3,37.4,57.0,4.9,1.93,25.9,3442.0,3.0,10.8,0.443,7.04,0.137,752.1,16.3
2026-06-24 15:00:00,971.2,388.7,36.1,55.1,5.0,2.03,21.6,3273.0,4.38,15.9,0.485,6.03,0.115,774.4,12.9
2026-06-24 16:00:00,953.8,332.7,28.6,51.3,4.62,2.07,22.1,3288.0,4.07,14.3,0.453,6.48,0.131,795.6,14.0
2026-06-24 17:00:00,774.0,408.6,36.8,59.1,4.24,1.93,22.7,3360.0,4.15,16.1,0.441,5.75,0.144,717.8,14.5
2026-06-24 18:00:00,909.9,342.3,35.9,55.2,5.64,1.83,23.5,3244.0,3.5,14.9,0.489,6.0,0.145,806.6,14.5
2026-06-24 19:00:00,1100.0,334.2,53.6,77.3,5.04,2.13,24.6,3386.0,3.57,12.0,0.443,6.25,0.119,794.3,15.1
2026-06-24 20:00:00,959.7,376.6,37.2,58.5,4.57,1.77,22.1,3594.0,3.0,12.1,0.461,7.56,0.111,814.9,16.6
2026-06-24 21:00:00,803.8,313.2,30.2,50.9,4.65,2.01,22.5,3548.0,4.78,13.1,0.452,6.17,0.133,729.2,14.0
2026-06-24 22:00:00,808.7,323.8,32.8,52.0,5.05,2.19,23.5,3344.0,3.89,14.0,0.447,6.06,0.126,748.7,13.8
2026-06-24 23:00:00,814.9,398.0,36.9,59.7,4.66,1.69,25.9,3453.0,3.07,14.1,0.487,8.42,0.14,742.7,14.1
2026-06-25 00:00:00,778.7,345.4,39.7,56.9,5.1,1.7,29.4,3227.0,4.44,14.0,0.476,8.49,0.137,668.8,16.0
2026-06-25 01:00:00,534.2,333.9,51.4,71.5,4.85,1.89,28.5,3421.0,3.0,14.4,0.449,6.67,0.159,731.7,14.1
2026-06-25 02:00:00,697.0,372.5,38.9,63.0,5.23,2.08,28.1,3649.0,3.45,16.7,0.481,7.98,0.145,740.3,14.5
2026-06-25 03:00:00,820.8,273.1,41.2,62.7,5.19,2.04,35.4,3466.0,4.54,14.0,0.457,7.83,0.154,713.6,13.3
2026-06-25 04:00:00,746.6,594.3,31.6,51.6,3.75,2.46,29.4,3569.0,4.28,16.3,0.48,7.68,0.157,760.0,15.2
2026-06-25 05:00:00,679.8,371.0,29.3,48.0,6.09,1.47,33.5,3674.0,4.14,14.7,0.478,7.07,0.137,733.7,12.9
2026-06-25 06:00:00,865.5,296.2,34.9,57.6,4.17,2.05,34.6,3318.0,5.18,15.4,0.486,7.81,0.151,804.0,14.1
2026-06-25 07:00:00,854.2,344.8,34.5,49.1,5.65,1.81,39.2,3738.0,5.42,12.3,0.482,7.36,0.137,773.8,16.3
2026-06-25 08:00:00,703.8,325.1,27.6,44.2,6.62,2.02,32.8,3781.0,4.77,12.4,0.516,7.37,0.141,759.6,13.5
2026-06-25 09:00:00,736.6,257.4,33.4,56.8,5.06,2.07,32.3,3761.0,5.08,14.4,0.516,7.11,0.142,686.5,15.0
2026-06-25 10:00:00,817.6,330.8,36.9,58.8,5.03,2.23,32.7,3450.0,5.39,15.7,0.517,8.09,0.136,833.1,14.0
2026-06-25 11:00:00,818.5,343.3,41.9,61.7,5.95,1.79,31.0,3991.0,4.67,13.7,0.461,6.68,0.121,774.7,12.7
2026-06-25 12:00:00,952.3,371.5,34.0,52.0,4.09,2.11,27.3,3713.0,5.44,13.9,0.48,7.71,0.147,700.8,14.7
2026-06-25 13:00:00,783.9,393.9,62.2,79.9,4.54,1.83,25.6,3631.0,4.68,15.4,0.475,7.09,0.171,794.0,11.3
2026-06-25 14:00:00,786.2,369.4,31.8,53.5,5.14,1.96,20.1,3565.0,5.35,15.3,0.471,8.24,0.147,761.5,13.0
2026-06-25 15:00:00,927.2,317.3,30.0,52.4,6.27,2.51,21.3,3925.0,4.33,14.5,0.48,6.3,0.119,798.6,15.8
2026-06-25 16:00:00,846.0,303.2,34.5,54.7,5.05,2.0,22.6,3589.0,4.43,13.9,0.441,6.56,0.148,725.2,14.5
2026-06-25 17:00:00,760.8,302.6,31.2,53.7,4.48,1.94,21.3,3611.0,5.69,13.0,0.48,7.72,0.136,745.3,11.8
2026-06-25 18:00:00,923.1,394.2,28.4,47.3,4.76,1.91,22.3,3614.0,6.69,13.8,0.463,8.03,0.143,796.8,13.4
2026-06-25 19:00:00,1086.2,402.9,33.5,52.8,4.99,1.88,25.0,3898.0,6.09,11.5,0.446,7.33,0.145,806.5,16.1
2026-06-25 20:00:00,900.2,356.2,38.7,57.5,5.21,1.84,22.2,3618.0,6.93,12.1,0.47,6.29,0.139,805.1,12.8
2026-06-25 21:00:00,823.9,513.5,31.8,48.6,4.67,1.44,21.0,4005.0,6.03,13.9,0.457,6.31,0.134,742.3,14.8
2026-06-25 22:00:00,786.3,364.9,65.1,80.4,4.29,2.29,27.7,3654.0,6.1,11.3,0.46,7.42,0.15,772.1,15.5
2026-06-25 23:00:00,813.3,457.5,25.5,44.4,4.83,1.98,28.1,3354.0,8.26,14.3,0.418,7.17,0.111,750.3,10.3
2026-06-26 00:00:00,792.9,325.7,35.5,59.0,6.1,2.19,29.9,3442.0,7.72,12.1,0.474,5.56,0.109,755.0,14.1
2026-06-26 01:00:00,504.2,345.8,57.8,77.5,4.56,1.68,32.0,3367.0,6.46,12.4,0.445,5.69,0.128,705.5,12.8
2026-06-26 02:00:00,681.2,312.2,74.8,94.0,4.63,2.05,32.9,3868.0,6.83,9.2,0.454,4.87,0.118,732.3,12.2
2026-06-26 03:00:00,869.4,391.7,31.0,52.3,5.15,1.95,33.1,3527.0,7.86,14.2,0.436,4.45,0.123,733.9,14.3
2026-06-26 04:00:00,740.4,384.5,38.1,57.6,4.65,1.98,30.4,3664.0,6.52,10.2,0.435,5.54,0.113,701.6,13.5
2026-06-26 05:00:00,629.2,330.9,34.2,52.4,5.28,1.45,35.4,3691.0,6.57,10.7,0.41,5.47,0.09,755.4,11.5
2026-06-26 06:00:00,812.4,383.3,34.2,53.3,4.65,1.69,30.1,3484.0,8.62,13.9,0.403,5.31,0.105,721.3,14.0
2026-06-26 07:00:00,751.0,372.7,31.7,53.6,4.36,2.1,30.6,3759.0,8.65,11.7,0.412,5.45,0.089,761.8,11.6
2026-06-26 08:00:00,770.7,457.7,41.2,61.7,5.83,1.61,29.2,3702.0,9.34,8.6,0.431,4.7,0.117,747.1,14.1
2026-06-26 09:00:00,804.2,424.1,33.8,52.2,5.4,2.2,28.7,3591.0,10.56,9.3,0.423,4.19,0.098,736.4,13.3
2026-06-26 10:00:00,767.4,324.6,25.9,43.2,4.66,1.9,28.7,3363.0,7.75,10.5,0.399,5.13,0.094,742.2,14.3
2026-06-26 11:00:00,807.0,417.0,36.2,58.8,4.6,1.72,30.3,3567.0,9.17,9.4,0.415,4.83,0.105,783.5,13.1
2026-06-26 12:00:00,816.5,300.7,33.0,51.0,5.01,1.93,26.3,3578.0,8.69,9.4,0.44,4.49,0.073,805.0,16.9
2026-06-26 13:00:00,706.9,373.3,32.4,46.4,4.89,1.84,24.0,3482.0,8.55,10.0,0.42,3.48,0.096,730.5,15.1
2026-06-26 14:00:00,845.8,335.0,41.9,63.6,4.88,1.93,25.7,3370.0,9.67,12.1,0.417,4.73,0.116,755.6,13.8
2026-06-26 15:00:00,1012.7,383.2,35.1,53.2,4.76,1.74,22.8,3559.0,9.84,12.5,0.394,4.59,0.095,736.7,14.6
2026-06-26 16:00:00,909.6,402.4,33.3,52.0,5.13,2.09,24.0,3646.0,8.98,9.1,0.387,3.75,0.111,738.7,15.5
2026-06-26 17:00:00,779.2,254.6,42.8,60.9,4.87,2.09,20.6,3470.0,8.93,9.8,0.387,4.8,0.107,756.4,13.2
2026-06-26 18:00:00,990.2,271.6,42.0,61.5,4.2,2.06,20.9,3370.0,8.95,9.4,0.395,4.11,0.07,772.5,16.4
2026-06-26 19:00:00,1089.1,430.6,37.2,55.3,5.45,2.0,21.7,3322.0,8.71,9.4,0.396,5.57,0.091,765.2,16.4
2026-06-26 20:00:00,891.3,258.6,28.7,48.0,5.15,1.94,21.6,3323.0,10.46,8.2,0.43,4.58,0.078,784.5,16.4
2026-06-26 21:00:00,780.8,331.7,32.3,49.9,4.77,2.07,22.3,3486.0,9.65,10.4,0.427,4.77,0.11,764.0,12.9
2026-06-26 22:00:00,842.2,402.5,27.1,48.4,4.78,2.21,26.5,3116.0,9.94,12.5,0.367,4.86,0.106,732.0,14.6
2026-06-26 23:00:00,777.9,393.5,30.0,50.6,5.27,1.95,26.3,3346.0,10.07,11.6,0.366,4.39,0.09,754.9,12.1
2026-06-27 00:00:00,719.6,406.9,24.4,42.7,5.12,1.92,24.9,3106.0,9.7,10.2,0.398,4.94,0.066,748.3,14.3
2026-06-27 01:00:00,492.4,338.8,38.3,58.9,10.34,1.63,31.9,3331.0,10.77,8.8,0.406,5.53,0.072,698.0,11.9
2026-06-27 02:00:00,629.5,333.3,37.3,57.2,10.37,2.16,34.0,3181.0,10.91,12.0,0.395,5.46,0.096,730.2,16.2
2026-06-27 03:00:00,744.0,316.7,36.7,58.1,5.02,1.99,32.2,3182.0,8.76,9.6,0.408,5.0,0.084,792.2,12.3
2026-06-27 04:00:00,720.5,325.2,35.3,57.6,5.09,1.78,36.4,3521.0,11.26,8.6,0.446,6.23,0.131,756.9,15.1
2026-06-27 05:00:00,625.5,193.8,29.6,50.3,5.14,2.01,34.1,3339.0,9.54,10.9,0.383,4.35,0.098,739.7,13.9
2026-06-27 06:00:00,772.3,358.8,36.5,59.1,4.85,2.09,33.0,3446.0,9.96,11.3,0.444,5.42,0.096,728.0,17.8
2026-06-27 07:00:00,765.3,316.5,37.9,64.1,5.01,1.57,31.9,2966.0,10.45,11.1,0.44,4.79,0.095,725.0,12.3
2026-06-27 08:00:00,682.4,374.4,40.4,58.7,4.55,2.06,29.4,3114.0,9.59,8.2,0.423,4.97,0.117,756.8,14.0
2026-06-27 09:00:00,728.8,400.0,34.5,58.6,5.15,1.95,32.7,3252.0,9.07,13.3,0.426,5.73,0.132,761.2,14.4
2026-06-27 10:00:00,735.7,349.0,34.9,52.4,4.81,2.0,34.3,2982.0,10.3,12.5,0.48,4.48,0.115,688.9,14.0
2026-06-27 11:00:00,720.6,379.2,37.0,53.1,4.86,1.68,27.6,3091.0,10.77,12.6,0.448,5.81,0.108,774.8,12.2
2026-06-27 12:00:00,864.4,348.3,36.2,56.0,5.35,1.68,27.2,3437.0,9.34,13.2,0.444,5.4,0.129,752.4,13.6
2026-06-27 13:00:00,708.3,334.9,30.3,50.8,5.42,1.7,26.6,3139.0,10.32,13.2,0.466,6.57,0.101,772.9,14.3
2026-06-27 14:00:00,726.3,295.1,26.8,42.8,4.26,1.68,25.5,3313.0,9.86,13.7,0.469,5.85,0.144,739.9,16.1
2026-06-27 15:00:00,952.8,340.7,38.0,55.0,5.1,2.37,23.5,3295.0,11.37,13.3,0.471,6.34,0.125,807.8,15.1
2026-06-27 16:00:00,803.3,360.3,33.9,50.2,4.77,2.04,24.5,3584.0,11.12,12.9,0.443,6.19,0.141,784.2,12.4
2026-06-27 17:00:00,734.2,372.1,35.3,55.6,5.68,1.61,22.0,3432.0,9.42,12.0,0.464,7.54,0.128,787.9,13.8
2026-06-27 18:00:00,838.4,312.6,34.5,56.5,4.62,1.89,23.5,3331.0,9.21,16.6,0.478,6.52,0.117,731.0,16.2
2026-06-27 19:00:00,981.4,336.8,32.1,51.3,4.98,2.32,21.6,3176.0,7.99,13.4,0.457,7.4,0.096,776.9,16.1
2026-06-27 20:00:00,875.3,391.6,41.3,61.3,5.13,2.07,19.3,3459.0,8.88,14.1,0.495,6.5,0.144,780.0,15.8
2026-06-27 21:00:00,728.0,351.6,40.7,62.6,5.38,1.81,23.2,3565.0,9.37,14.7,0.504,6.61,0.126,782.6,14.4
2026-06-27 22:00:00,795.2,346.2,35.3,53.8,4.45,2.11,24.4,3329.0,8.86,13.2,0.459,8.16,0.141,750.9,15.9
2026-06-27 23:00:00,730.4,384.5,34.4,50.7,5.41,1.8,23.9,3453.0,10.32,11.1,0.508,7.44,0.152,749.4,14.2
2026-06-28 00:00:00,696.4,392.6,38.6,57.1,4.67,1.99,26.1,3730.0,9.27,15.8,0.495,7.49,0.153,733.9,15.1
2026-06-28 01:00:00,472.7,397.2,40.2,60.6,5.01,1.64,28.4,3314.0,8.83,12.9,0.537,7.3,0.138,715.8,11.6
2026-06-28 02:00:00,640.8,362.0,36.3,55.3,4.61,2.31,30.8,3584.0,8.49,15.8,0.48,7.47,0.142,712.1,12.0
2026-06-28 03:00:00,745.4,316.1,39.5,61.0,5.51,2.07,30.4,3803.0,7.75,14.2,0.498,7.17,0.17,787.3,14.4
2026-06-28 04:00:00,735.7,385.1,39.7,60.7,4.7,1.53,33.6,3618.0,8.32,15.5,0.519,7.17,0.185,764.8,11.6
2026-06-28 05:00:00,591.5,296.9,33.3,56.5,5.42,2.13,30.5,3511.0,8.35,17.2,0.493,7.76,0.15,745.4,14.0
2026-06-28 06:00:00,750.6,335.6,35.8,58.4,5.58,2.03,36.7,3612.0,8.03,14.1,0.467,7.53,0.155,742.5,12.8
2026-06-28 07:00:00,781.0,351.8,32.0,50.7,4.6,2.1,31.6,3550.0,8.53,16.3,0.5,7.0,0.159,698.0,13.5
2026-06-28 08:00:00,757.8,370.5,72.8,89.9,4.79,1.44,37.1,3733.0,8.47,13.6,0.469,8.26,0.138,740.3,13.3
2026-06-28 09:00:00,774.5,420.3,35.4,57.5,4.1,2.1,33.7,3611.0,6.85,17.5,0.521,7.61,0.172,730.1,12.7
2026-06-28 10:00:00,709.6,289.6,34.0,54.3,4.87,2.38,31.0,3465.0,7.65,13.8,0.51,7.8,0.146,757.3,13.7
2026-06-28 11:00:00,729.5,346.4,36.1,55.1,5.04,1.95,29.6,3639.0,6.18,12.9,0.497,6.63,0.154,735.2,12.1
2026-06-28 12:00:00,856.5,388.6,33.0,52.2,5.37,1.92,27.5,3734.0,8.08,14.8,0.462,7.31,0.146,792.4,12.0
2026-06-28 13:00:00,757.1,398.5,29.8,47.7,4.75,1.69,26.5,3582.0,7.02,15.4,0.527,7.23,0.135,721.1,13.6
2026-06-28 14:00:00,774.9,322.6,33.9,51.3,4.62,2.13,26.1,3876.0,5.99,13.2,0.522,7.56,0.119,731.6,12.8
2026-06-28 15:00:00,934.3,405.0,39.1,60.0,4.47,2.0,25.1,3878.0,7.65,15.2,0.47,7.75,0.158,784.4,16.5
2026-06-28 16:00:00,768.7,394.2,42.2,63.8,4.61,1.92,21.3,3742.0,5.72,11.2,0.505,8.36,0.148,728.5,13.4
2026-06-28 17:00:00,710.3,317.7,32.4,54.0,4.83,2.28,20.8,3717.0,6.06,15.4,0.477,6.09,0.14,702.3,14.1
2026-06-28 18:00:00,861.6,379.2,43.7,66.5,5.75,2.25,23.8,3701.0,6.52,15.3,0.448,7.22,0.139,770.2,16.5
2026-06-28 19:00:00,1037.8,345.3,28.2,46.4,5.82,2.18,27.1,3597.0,4.63,13.3,0.471,6.86,0.132,811.1,12.4
2026-06-28 20:00:00,781.3,332.1,32.5,55.7,5.82,2.24,23.7,3460.0,4.92,13.9,0.505,6.61,0.131,735.9,14.9
2026-06-28 21:00:00,764.8,350.3,35.7,57.0,3.85,1.9,23.1,3715.0,5.19,12.4,0.489,7.61,0.129,795.6,11.2
2026-06-28 22:00:00,781.9,317.3,33.5,54.8,5.47,2.44,25.3,3825.0,4.77,12.3,0.466,5.65,0.151,781.0,15.9
2026-06-28 23:00:00,671.1,326.6,38.5,60.7,5.25,1.86,27.5,3645.0,5.42,12.8,0.428,6.31,0.13,763.5,11.1
2026-06-29 00:00:00,833.8,345.4,25.9,44.1,3.96,1.56,29.9,3772.0,5.05,13.2,0.449,6.6,0.131,746.2,13.1
2026-06-29 01:00:00,554.5,288.8,36.6,56.8,4.76,1.97,28.2,3605.0,6.18,13.7,0.449,5.06,0.1,735.8,12.6
2026-06-29 02:00:00,671.3,401.0,30.8,51.5,5.38,1.61,36.0,3612.0,4.29,12.5,0.484,6.95,0.136,750.7,12.7
2026-06-29 03:00:00,816.0,439.8,39.5,55.5,4.82,1.64,33.1,3619.0,3.63,12.4,0.42,6.42,0.111,728.7,14.1
2026-06-29 04:00:00,748.4,386.3,35.8,54.3,5.19,2.1,35.1,3581.0,5.21,13.8,0.411,5.64,0.11,752.8,14.2
2026-06-29 05:00:00,674.5,337.5,40.9,57.8,5.4,1.83,33.3,3609.0,5.25,10.1,0.439,4.48,0.104,765.9,12.7
2026-06-29 06:00:00,802.6,314.0,34.5,55.4,4.83,2.05,32.4,3518.0,3.85,10.7,0.462,5.35,0.109,786.6,13.6
2026-06-29 07:00:00,862.6,313.7,38.1,58.3,5.75,2.01,33.4,3417.0,3.85,11.1,0.449,5.76,0.122,766.0,13.9
2026-06-29 08:00:00,789.9,337.3,48.0,67.4,4.54,1.81,33.1,3551.0,5.01,7.4,0.423,5.46,0.105,733.9,13.1
2026-06-29 09:00:00,858.5,327.2,32.9,52.9,5.37,1.86,30.0,3649.0,4.41,9.1,0.423,4.58,0.091,770.1,14.8
2026-06-29 10:00:00,800.2,297.2,33.1,52.7,5.25,2.08,34.8,3561.0,5.09,10.4,0.398,5.66,0.091,765.5,12.5
2026-06-29 11:00:00,870.8,329.1,34.4,56.1,4.82,2.12,29.6,3563.0,3.54,10.7,0.436,4.54,0.081,719.3,14.9
2026-06-29 12:00:00,861.2,329.6,38.2,59.6,4.67,2.1,27.3,3463.0,3.82,9.0,0.413,5.14,0.101,829.5,15.0
2026-06-29 13:00:00,886.0,327.0,36.5,56.8,4.9,2.26,23.9,3657.0,5.47,11.3,0.358,4.55,0.093,790.1,12.9
2026-06-29 14:00:00,829.2,342.2,26.9,44.1,5.26,2.03,26.7,3596.0,3.95,8.1,0.414,4.73,0.1,754.1,14.6
2026-06-29 15:00:00,1051.5,339.7,42.3,62.8,4.19,2.44,22.6,3589.0,3.42,8.0,0.42,5.59,0.095,771.3,10.9
2026-06-29 16:00:00,901.2,359.3,39.8,57.7,5.35,1.77,18.5,3755.0,3.91,8.5,0.394,4.95,0.106,794.0,12.2
2026-06-29 17:00:00,736.5,388.9,39.1,58.1,4.98,1.74,20.3,3556.0,5.2,8.5,0.422,4.61,0.087,783.1,14.0
2026-06-29 18:00:00,960.6,410.1,36.3,58.2,4.8,1.9,22.1,3319.0,4.73,10.3,0.403,5.95,0.091,824.2,12.1
2026-06-29 19:00:00,1100.0,193.8,30.0,51.3,5.41,2.15,22.5,3233.0,3.83,10.3,0.43,3.77,0.079,807.6,14.5
2026-06-29 20:00:00,907.9,326.5,36.1,53.8,5.1,1.87,21.0,3435.0,4.23,9.6,0.41,4.35,0.062,758.7,17.1
2026-06-29 21:00:00,759.4,304.5,35.6,55.7,4.29,2.06,25.9,3251.0,3.62,8.1,0.377,5.48,0.1,768.4,13.5
2026-06-29 22:00:00,793.1,329.5,33.9,53.7,5.32,2.16,23.0,3382.0,3.0,7.7,0.433,4.72,0.088,834.7,14.1
2026-06-29 23:00:00,764.2,331.2,39.7,60.4,5.2,1.91,24.5,3389.0,3.0,10.2,0.416,5.9,0.072,707.6,14.1
2026-06-30 00:00:00,812.6,343.7,29.2,50.2,6.1,1.87,30.1,3206.0,3.94,9.0,0.379,4.59,0.077,768.9,12.6
2026-06-30 01:00:00,551.1,304.1,39.7,58.9,4.61,1.81,28.4,3313.0,4.25,9.4,0.384,4.28,0.101,728.6,12.4
2026-06-30 02:00:00,656.8,400.4,31.1,44.7,5.33,2.16,30.0,3188.0,3.82,8.6,0.404,3.83,0.118,729.1,13.3
2026-06-30 03:00:00,936.1,383.5,37.1,58.1,5.55,1.91,34.0,3216.0,3.0,7.8,0.428,3.81,0.103,793.6,15.3
2026-06-30 04:00:00,741.8,409.9,33.1,55.0,4.93,1.77,36.6,3257.0,3.77,9.2,0.421,5.43,0.128,745.0,12.7
2026-06-30 05:00:00,682.3,389.7,36.6,55.1,5.09,2.05,31.3,3265.0,3.47,11.8,0.393,4.88,0.086,787.0,12.1
2026-06-30 06:00:00,842.7,349.4,36.0,59.5,4.65,1.93,33.9,3611.0,3.96,11.0,0.435,3.92,0.098,672.2,14.9
2026-06-30 07:00:00,811.4,340.9,40.1,59.7,6.29,1.95,31.6,2972.0,5.86,9.7,0.479,5.82,0.101,751.6,13.3
2026-06-30 08:00:00,816.2,338.6,37.2,57.7,4.55,1.96,33.3,3300.0,4.53,9.7,0.435,6.59,0.089,777.1,10.5
2026-06-30 09:00:00,794.6,362.8,35.4,56.8,3.7,2.49,33.3,3483.0,4.99,12.3,0.406,5.5,0.125,736.3,13.9
2026-06-30 10:00:00,915.4,358.5,33.1,58.9,5.28,2.1,27.4,3391.0,3.92,13.2,0.484,5.2,0.126,714.1,11.4
2026-06-30 11:00:00,767.3,381.5,39.8,63.1,5.86,1.9,30.5,3553.0,5.63,11.2,0.419,5.44,0.136,723.6,14.3
2026-06-30 12:00:00,943.6,379.3,33.1,51.2,5.96,2.25,26.4,3214.0,4.6,11.6,0.43,5.9,0.136,742.9,15.0
2026-06-30 13:00:00,829.7,333.5,31.3,55.1,4.77,2.04,26.3,3346.0,5.32,12.6,0.448,6.14,0.118,739.9,14.2
2026-06-30 14:00:00,791.0,309.9,37.3,56.3,6.09,1.97,24.7,3240.0,5.37,12.5,0.487,6.67,0.116,713.7,15.5
2026-06-30 15:00:00,1046.1,419.2,39.7,61.5,4.44,2.0,25.3,3362.0,6.15,10.7,0.488,6.38,0.133,787.5,15.2
2026-06-30 16:00:00,990.1,334.9,35.2,55.2,5.21,2.19,23.1,3409.0,6.39,14.7,0.454,7.62,0.144,738.9,14.1
2026-06-30 17:00:00,821.3,546.7,37.9,59.2,5.31,1.88,21.2,3269.0,5.44,13.7,0.474,7.5,0.131,729.4,14.9
2026-06-30 18:00:00,1033.0,399.2,32.2,48.8,4.92,2.17,19.6,3538.0,4.8,10.7,0.482,5.75,0.134,776.4,15.0
2026-06-30 19:00:00,1100.0,369.4,34.0,55.4,5.18,2.18,24.2,3263.0,5.6,14.0,0.458,5.81,0.15,794.7,16.6
2026-06-30 20:00:00,929.7,442.7,33.1,53.4,4.91,1.94,23.5,3522.0,7.3,13.9,0.484,7.58,0.135,760.3,14.9
2026-06-30 21:00:00,907.7,354.9,43.2,65.4,5.13,2.05,19.8,3469.0,9.09,14.5,0.495,7.13,0.151,755.5,13.7
2026-06-30 22:00:00,767.4,406.2,34.0,53.1,5.44,2.14,22.5,3566.0,7.87,12.8,0.473,6.21,0.152,766.5,15.4
2026-06-30 23:00:00,751.0,386.1,32.8,51.5,4.83,1.94,26.9,3522.0,6.04,13.9,0.499,7.19,0.151,771.6,12.2
2026-07-01 00:00:00,757.9,339.2,32.2,51.1,5.04,1.77,29.9,3529.0,6.63,14.9,0.501,7.06,0.135,703.0,11.7
2026-07-01 01:00:00,546.8,337.5,32.2,53.9,5.47,1.75,28.4,3367.0,7.32,13.7,0.477,6.29,0.155,686.6,13.3
2026-07-01 02:00:00,672.2,356.7,35.9,57.9,5.47,1.96,30.6,3571.0,7.7,15.9,0.474,7.41,0.178,778.3,13.4
2026-07-01 03:00:00,810.3,408.6,27.8,50.1,5.79,1.99,31.6,3499.0,8.05,15.7,0.488,6.78,0.142,778.7,10.1
2026-07-01 04:00:00,767.7,342.4,38.1,60.0,4.21,1.54,33.4,3470.0,7.85,15.4,0.503,6.4,0.159,744.7,15.2
2026-07-01 05:00:00,720.0,360.3,34.6,49.0,5.6,1.93,36.7,3570.0,8.74,15.1,0.461,6.73,0.179,752.2,11.5
2026-07-01 06:00:00,868.3,289.0,32.4,49.6,8.58,2.13,34.4,3466.0,9.02,14.6,0.479,7.9,0.125,761.2,13.8
2026-07-01 07:00:00,878.0,336.1,36.4,55.7,4.73,2.12,36.0,3451.0,8.78,15.4,0.502,6.57,0.137,762.0,14.1
2026-07-01 08:00:00,869.5,316.7,38.8,61.4,4.65,1.92,32.0,3552.0,8.62,16.2,0.499,7.06,0.146,714.4,14.6
2026-07-01 09:00:00,929.8,372.7,31.1,50.7,5.88,1.92,32.0,3549.0,9.07,14.7,0.506,7.34,0.169,760.8,12.8
2026-07-01 10:00:00,866.6,272.2,33.1,57.5,10.54,2.1,29.4,3717.0,8.37,14.7,0.459,6.36,0.166,724.6,12.8
2026-07-01 11:00:00,770.7,318.6,31.9,49.9,3.95,1.85,29.8,3747.0,7.31,12.1,0.528,7.79,0.156,768.4,12.9
2026-07-01 12:00:00,939.8,299.1,29.3,50.0,4.52,1.78,28.0,3687.0,8.31,15.5,0.482,7.56,0.139,758.1,13.6
2026-07-01 13:00:00,877.6,351.0,38.7,61.4,5.53,2.1,31.2,3736.0,8.87,17.1,0.475,4.62,0.144,813.4,16.8
2026-07-01 14:00:00,850.1,329.4,36.7,56.4,5.94,1.74,24.4,3553.0,9.83,14.5,0.482,8.62,0.133,779.7,13.5
2026-07-01 15:00:00,1004.4,304.2,34.6,51.3,5.87,2.3,19.3,3813.0,9.98,11.4,0.455,6.39,0.121,782.7,12.1
2026-07-01 16:00:00,1045.7,317.5,31.4,45.8,5.37,1.79,25.7,3868.0,9.89,14.3,0.498,8.03,0.136,774.0,13.5
2026-07-01 17:00:00,797.8,379.5,34.7,55.9,5.14,1.78,22.2,3783.0,9.9,15.8,0.484,7.02,0.103,792.7,13.3
2026-07-01 18:00:00,971.7,337.3,39.2,56.5,5.89,2.02,19.7,3621.0,11.11,15.4,0.513,8.28,0.143,775.1,14.8
2026-07-01 19:00:00,1088.3,338.2,39.4,59.4,4.1,2.34,24.6,3552.0,9.89,13.8,0.484,7.28,0.154,787.0,15.2
2026-07-01 20:00:00,948.5,306.1,41.4,61.4,5.59,1.8,23.6,3728.0,10.01,14.2,0.481,6.79,0.134,754.3,14.6
2026-07-01 21:00:00,860.6,387.1,39.4,61.3,4.34,2.46,22.0,3830.0,9.27,13.8,0.483,7.36,0.131,794.2,16.8
